         42979814 function calls (40050454 primitive calls) in 179.424 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    20304    0.853    0.000    8.571    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
   328320    8.411    0.000    8.411    0.000 {built-in method torch.matmul}
        1    0.000    0.000    5.617    5.617 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationOptimization.py:50(GAOptimization)
        1    0.000    0.000    5.533    5.533 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\pygad.py:1874(run)
       50    0.113    0.002    5.016    0.100 c:\Users\demagall\Documents\VS Code\Research\SpaDes\RLOptPyTorchFast.py:93(ppo_update)
       11    0.020    0.002    4.724    0.429 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\pygad.py:1647(cal_pop_fitness)
      694    0.336    0.000    4.702    0.007 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationOptimization.py:12(GAFitnessFunc)
     6768    0.012    0.000    4.042    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\nn\modules\activation.py:103(forward)
     6768    0.011    0.000    4.031    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\nn\functional.py:1489(relu)
     6768    0.351    0.000    4.016    0.001 {built-in method torch.relu}
     1334    0.201    0.000    3.644    0.003 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationCost.py:282(getCostComps)
    58382    0.088    0.000    3.392    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\traceback.py:27(format_list)
    58382    1.443    0.000    2.929    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\traceback.py:405(format)
      100    0.001    0.000    2.044    0.020 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_tensor.py:465(backward)
      100    0.001    0.000    2.043    0.020 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\autograd\__init__.py:183(backward)
      100    0.001    0.000    2.038    0.020 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\autograd\graph.py:764(_engine_run_backward)
      100    2.037    0.020    2.037    0.020 {method 'run_backward' of 'torch._C._EngineBase' objects}
    60150    2.026    0.000    2.026    0.000 {method 'item' of 'torch._C.TensorBase' objects}
  1936142    0.832    0.000    1.961    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\traceback.py:301(line)
     1335    0.007    0.000    1.832    0.001 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationCost.py:216(constraintCost)
     1335    1.025    0.001    1.693    0.001 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationCost.py:48(overlapCost)
   109440    1.531    0.000    1.531    0.000 {built-in method torch.abs}
   635088    0.968    0.000    1.471    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\numeric.py:1348(normalize_axis_tuple)
     2412    0.005    0.000    1.437    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\nn\functional.py:1858(softmax)
     2412    0.113    0.000    1.432    0.001 {method 'softmax' of 'torch._C.TensorBase' objects}
   831333    1.379    0.000    1.380    0.000 {built-in method numpy.array}
       50    0.003    0.000    1.324    0.026 c:\Users\demagall\Documents\VS Code\Research\SpaDes\RLOptPyTorchFast.py:216(ppo_update)
   116/60    0.000    0.000    1.229    0.020 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1916(__call__)
        1    0.000    0.000    1.222    1.222 c:\Users\demagall\Documents\VS Code\Research\SpaDes\RLOptPyTorchFast.py:293(get_models)
       12    0.000    0.000    1.181    0.098 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:837(callit)
      720    0.013    0.000    1.097    0.002 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\distributions\categorical.py:129(sample)
        4    0.000    0.000    1.071    0.268 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:269(idle_draw)
        4    0.000    0.000    1.071    0.268 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\backend_tkagg.py:9(draw)
        4    0.000    0.000    1.051    0.263 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\backend_agg.py:392(draw)
   736/12    0.005    0.000    1.049    0.087 <frozen importlib._bootstrap>:1022(_find_and_load)
   734/12    0.003    0.000    1.048    0.087 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
        4    0.000    0.000    1.048    0.262 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:93(draw_wrapper)
   1067/4    0.004    0.000    1.048    0.262 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:54(draw_wrapper)
        4    0.000    0.000    1.048    0.262 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:3155(draw)
   705/12    0.003    0.000    1.045    0.087 <frozen importlib._bootstrap>:664(_load_unlocked)
   901/12    0.001    0.000    1.044    0.087 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
     10/4    0.000    0.000    1.044    0.261 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\image.py:113(_draw_list_compositing_images)
   701/11    0.002    0.000    1.043    0.095 <frozen importlib._bootstrap_external>:877(exec_module)
  1336/15    0.051    0.000    1.040    0.069 {built-in method builtins.exec}
  920/109    0.003    0.000    1.037    0.010 <frozen importlib._bootstrap>:1053(_handle_fromlist)
   193/11    0.001    0.000    1.037    0.094 {built-in method builtins.__import__}
      102    0.000    0.000    1.024    0.010 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_compile.py:21(inner)
      720    0.044    0.000    1.022    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\distributions\categorical.py:52(__init__)
        1    0.000    0.000    1.011    1.011 c:\Users\demagall\Documents\VS Code\Research\SpaDes\RLOptPyTorchFast.py:23(__init__)
        2    0.000    0.000    1.009    0.504 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\optim\adam.py:31(__init__)
        2    0.000    0.000    1.009    0.504 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\optim\optimizer.py:339(__init__)
        1    0.000    0.000    1.007    1.007 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\__init__.py:1(<module>)
     1692    0.004    0.000    1.006    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\nn\modules\activation.py:1553(forward)
        1    0.000    0.000    1.003    1.003 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\convert_frame.py:1(<module>)
   636224    0.437    0.000    0.893    0.000 <__array_function__ internals>:177(empty_like)
     1335    0.755    0.001    0.840    0.001 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationCost.py:151(thermalCost)
   684308    0.422    0.000    0.832    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\linecache.py:26(getline)
        6    0.000    0.000    0.795    0.132 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:2999(draw)
    93030    0.777    0.000    0.777    0.000 {method 'reduce' of 'numpy.ufunc' objects}
280933/991    0.363    0.000    0.774    0.001 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\copy.py:128(deepcopy)
        2    0.000    0.000    0.763    0.382 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:438(draw)
25678/694    0.052    0.000    0.716    0.001 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\copy.py:201(_deepcopy_list)
       21    0.001    0.000    0.709    0.034 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\utils\nsga2.py:67(non_dominated_sorting)
       67    0.358    0.005    0.707    0.011 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\utils\nsga2.py:9(get_non_dominated_set)
    16581    0.051    0.000    0.671    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\copy.py:259(_reconstruct)
 1122/859    0.003    0.000    0.662    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\_api\deprecation.py:443(wrapper)
        1    0.000    0.000    0.652    0.652 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\fx\experimental\symbolic_shapes.py:1(<module>)
     6820    0.015    0.000    0.643    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.625    0.625 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\utils\_sympy\functions.py:1(<module>)
     1334    0.004    0.000    0.622    0.000 c:\Users\demagall\Documents\VS Code\Research\SpaDes\HypervolumeUtils.py:64(getHV)
     1385    0.002    0.000    0.619    0.000 <__array_function__ internals>:177(sum)
     1385    0.004    0.000    0.616    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:2188(sum)
        1    0.000    0.000    0.616    0.616 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\__init__.py:1(<module>)
13680/12789    0.057    0.000    0.567    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\copy.py:227(_deepcopy_dict)
  1253504    0.538    0.000    0.538    0.000 {method 'format' of 'str' objects}
   231/42    0.001    0.000    0.481    0.011 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:31(draw_wrapper)
      720    0.188    0.000    0.479    0.001 {method 'logsumexp' of 'torch._C.TensorBase' objects}
    23580    0.468    0.000    0.468    0.000 {built-in method torch.stack}
     1440    0.008    0.000    0.457    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\distributions\utils.py:144(__get__)
  3974315    0.448    0.000    0.448    0.000 {method 'append' of 'list' objects}
        4    0.000    0.000    0.441    0.110 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\pyplot.py:691(figure)
        4    0.000    0.000    0.441    0.110 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\pyplot.py:381(new_figure_manager)
      720    0.001    0.000    0.438    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\distributions\categorical.py:99(probs)
      720    0.002    0.000    0.437    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\distributions\utils.py:81(logits_to_probs)
    23040    0.425    0.000    0.425    0.000 {built-in method torch.logical_and}
    34560    0.424    0.000    0.424    0.000 {built-in method torch.minimum}
     1335    0.298    0.000    0.412    0.000 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationCost.py:28(inertiaCost)
        4    0.000    0.000    0.405    0.101 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backend_bases.py:3567(new_figure_manager)
   635088    0.267    0.000    0.405    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\numeric.py:1398(<listcomp>)
        4    0.000    0.000    0.402    0.101 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backend_bases.py:3576(new_figure_manager_given_figure)
        4    0.000    0.000    0.402    0.101 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backend_bases.py:1731(new_manager)
        4    0.000    0.000    0.402    0.101 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:476(create_with_canvas)
    34560    0.387    0.000    0.387    0.000 {built-in method torch.maximum}
       11    0.000    0.000    0.383    0.035 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\pygad.py:2097(run_select_parents)
       11    0.001    0.000    0.383    0.035 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\utils\parent_selection.py:432(nsga2_selection)
    58382    0.248    0.000    0.375    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\traceback.py:386(from_list)
  2562885    0.362    0.000    0.362    0.000 {method 'strip' of 'str' objects}
      920    0.055    0.000    0.361    0.000 {built-in method torch.log}
      122    0.000    0.000    0.354    0.003 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:969(draw)
      128    0.005    0.000    0.353    0.003 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:343(draw)
      701    0.007    0.000    0.349    0.000 <frozen importlib._bootstrap_external>:950(get_code)
        6    0.000    0.000    0.345    0.058 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend.py:708(draw)
       10    0.000    0.000    0.345    0.034 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\pygad.py:2301(run_update_population)
       10    0.000    0.000    0.344    0.034 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\utils\parent_selection.py:12(steady_state_selection)
       10    0.000    0.000    0.344    0.034 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\utils\nsga2.py:229(sort_solutions_nsga2)
   684312    0.275    0.000    0.341    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\linecache.py:36(getlines)
  1632256    0.336    0.000    0.340    0.000 {built-in method builtins.max}
       81    0.004    0.000    0.339    0.004 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1257(_update_ticks)
  1628032    0.335    0.000    0.336    0.000 {built-in method builtins.min}
       72    0.001    0.000    0.328    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\art3d.py:642(draw)
2836344/2835902    0.315    0.000    0.320    0.000 {built-in method builtins.len}
   684306    0.253    0.000    0.318    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\linecache.py:147(lazycache)
     2160    0.030    0.000    0.318    0.000 {method 'reshape' of 'torch._C.TensorBase' objects}
      720    0.316    0.000    0.316    0.000 {built-in method torch.multinomial}
   638679    0.315    0.000    0.315    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.313    0.052 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:643(add_subplot)
        6    0.000    0.000    0.310    0.052 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:574(__init__)
      720    0.039    0.000    0.308    0.000 {method 'gather' of 'torch._C.TensorBase' objects}
     65/6    0.001    0.000    0.300    0.050 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:407(draw)
        4    0.000    0.000    0.276    0.069 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2279(__init__)
   742690    0.274    0.000    0.274    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\traceback.py:309(walk_stack)
        4    0.274    0.068    0.274    0.068 {built-in method _tkinter.create}
     1455    0.249    0.000    0.273    0.000 {method 'to' of 'torch._C.TensorBase' objects}
    11720    0.201    0.000    0.268    0.000 {built-in method torch.sum}
      110    0.006    0.000    0.266    0.002 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\path.py:603(get_extents)
     1440    0.019    0.000    0.264    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.258    0.258 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\trace_rules.py:1(<module>)
     1335    0.226    0.000    0.254    0.000 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationCost.py:133(wireCost)
      866    0.226    0.000    0.249    0.000 {method 'call' of '_tkinter.tkapp' objects}
        6    0.000    0.000    0.248    0.041 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:1388(clear)
        6    0.000    0.000    0.248    0.041 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:1262(__clear)
        3    0.000    0.000    0.242    0.081 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\pyplot.py:1154(subplot)
        1    0.000    0.000    0.241    0.241 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\__init__.py:1(<module>)
   684306    0.215    0.000    0.215    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\traceback.py:259(__init__)
      701    0.002    0.000    0.215    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
212492/212426    0.196    0.000    0.213    0.000 {built-in method builtins.getattr}
       13    0.000    0.000    0.212    0.016 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1309(get_tightbbox)
      701    0.212    0.000    0.212    0.000 {built-in method marshal.loads}
   634770    0.209    0.000    0.209    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\numeric.py:1234(<dictcomp>)
        1    0.000    0.000    0.207    0.207 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\pyplot.py:2347(tight_layout)
        1    0.000    0.000    0.207    0.207 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:3511(tight_layout)
        1    0.000    0.000    0.207    0.207 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\layout_engine.py:164(execute)
       83    0.000    0.000    0.207    0.002 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1595(get_major_ticks)
        1    0.000    0.000    0.205    0.205 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\_tight_layout.py:194(get_tight_layout_figure)
        1    0.000    0.000    0.205    0.205 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\_tight_layout.py:20(_auto_adjust_subplotpars)
      9/3    0.000    0.000    0.204    0.068 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:1408(_get_tightbbox_for_layout_only)
        3    0.000    0.000    0.204    0.068 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:4329(get_tightbbox)
      720    0.014    0.000    0.198    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\bezier.py:275(axis_aligned_extrema)
      720    0.127    0.000    0.198    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\distributions\distribution.py:40(__init__)
        6    0.002    0.000    0.196    0.033 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:348(draw)
  1269540    0.192    0.000    0.192    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\numeric.py:1143(_roll_dispatcher)
   638286    0.191    0.000    0.191    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      132    0.001    0.000    0.191    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1544(_get_tick)
       12    0.000    0.000    0.190    0.016 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1082(set_clip_path)
      735    0.006    0.000    0.187    0.000 <frozen importlib._bootstrap>:921(_find_spec)
      218    0.002    0.000    0.183    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:778(set_clip_path)
        1    0.000    0.000    0.182    0.182 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\variables\__init__.py:1(<module>)
  1294494    0.180    0.000    0.180    0.000 {built-in method numpy.asanyarray}
    76438    0.026    0.000    0.176    0.000 {method 'all' of 'numpy.ndarray' objects}
      735    0.001    0.000    0.176    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
      735    0.002    0.000    0.175    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
     2876    0.167    0.000    0.168    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:194(set_children)
       32    0.000    0.000    0.167    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:237(set_clip_path)
      979    0.008    0.000    0.163    0.000 <frozen importlib._bootstrap_external>:1536(find_spec)
      187    0.001    0.000    0.161    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:1087(__init__)
   636245    0.158    0.000    0.160    0.000 {method 'join' of 'str' objects}
      696    0.024    0.000    0.155    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\text.py:363(_get_layout)
1637/1592    0.026    0.000    0.154    0.000 {built-in method builtins.__build_class__}
       47    0.001    0.000    0.153    0.003 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:685(draw)
    76446    0.024    0.000    0.150    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\_methods.py:61(_all)
        8    0.000    0.000    0.150    0.019 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1368(draw)
        1    0.000    0.000    0.150    0.150 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\simplify\__init__.py:1(<module>)
        1    0.000    0.000    0.147    0.147 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\simplify\simplify.py:1(<module>)
      132    0.004    0.000    0.146    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:58(__init__)
     2660    0.002    0.000    0.146    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
   637559    0.139    0.000    0.139    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       95    0.001    0.000    0.137    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:416(__init__)
     1334    0.119    0.000    0.134    0.000 c:\Users\demagall\Documents\VS Code\Research\SpaDes\HypervolumeUtils.py:28(updateHV)
        9    0.000    0.000    0.133    0.015 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\pyplot.py:2810(plot)
     1335    0.116    0.000    0.132    0.000 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationCost.py:189(pointingObj)
