         42979814 function calls (40050454 primitive calls) in 179.424 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      379    0.002    0.000    0.002    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_address.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\bytecode_analysis.py:1(<module>)
        5    0.000    0.000    0.002    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\cuda\__init__.py:778(_device_count_nvml)
        6    0.000    0.000    0.002    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend.py:879(<listcomp>)
       13    0.001    0.000    0.002    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\linalg\linalg.py:469(inv)
      131    0.001    0.000    0.002    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:1615(transform_path_non_affine)
       26    0.000    0.000    0.002    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1685(__setitem__)
     1152    0.002    0.000    0.002    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\lib\function_base.py:2366(<listcomp>)
      426    0.000    0.000    0.002    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\ma\core.py:1644(make_mask_none)
     1421    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:451(get_transform)
      166    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\ticker.py:1899(scale_range)
       14    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tokenize.py:390(open)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\tensor\array\dense_ndim_array.py:1(<module>)
      420    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\lines.py:1405(set_dash_capstyle)
       12    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\gridspec.py:145(get_grid_positions)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\utils\_sympy\singleton_int.py:1(<module>)
      194    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:1007(set_alpha)
     1152    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\lib\function_base.py:2361(<listcomp>)
      281    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\inspect.py:1349(formatannotation)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\parsing\__init__.py:1(<module>)
    13429    0.001    0.000    0.001    0.000 {method 'bit_length' of 'int' objects}
        6    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\lib\function_base.py:3692(_ureduce)
      916    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:1075(_expand_aliases)
        5    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\cuda\__init__.py:647(_raw_device_count_nvml)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_attachment.py:1(<module>)
     1430    0.001    0.000    0.001    0.000 {method 'set' of '_contextvars.ContextVar' objects}
     3056    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:897(__exit__)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\fx\registration.py:1(<module>)
       50    0.001    0.000    0.001    0.000 {built-in method torch.where}
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\fx\__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\calculus\accumulationbounds.py:1(<module>)
      154    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:227(_recursive_repr)
      481    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:567(<dictcomp>)
  356/200    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:997(get_yaxis_transform)
      164    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:2604(ptp)
      497    0.001    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\inspect.py:612(unwrap)
      420    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\lines.py:1209(set_markeredgecolor)
      483    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\text.py:1321(set_usetex)
        5    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\ctypes\__init__.py:340(__init__)
      102    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\cuda\__init__.py:111(_nvml_based_avail)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_graph.py:1(<module>)
      174    0.001    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1497(_options)
      248    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:121(_weak_or_strong_ref)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\numberfields\modules.py:1(<module>)
       60    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:338(max)
     6343    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\multiarray.py:152(concatenate)
     3056    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:893(__enter__)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\utilities\lambdify.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\printing\pretty\pretty_symbology.py:1(<module>)
       35    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:1057(set)
        3    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\pyplot.py:2614(grid)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\simplify\trigsimp.py:1(<module>)
        9    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:1643(sca)
       12    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\nn\init.py:407(kaiming_uniform_)
      366    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:339(get_visible_children)
      218    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_reporting_descriptor_reference.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_artifact_content.py:1(<module>)
      910    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:361(width)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_configuration_override.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\solvers\solvers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_stack.py:1(<module>)
      722    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
      859    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\text.py:687(_get_wrapped_text)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\polyoptions.py:392(Domain)
      363    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
      167    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\functools.py:518(decorating_function)
      184    0.001    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1542(_register)
      220    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:821(get)
      480    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(shape)
      134    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:584(set_linestyle)
        6    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:3573(set_xlim)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\matrices\__init__.py:1(<module>)
      128    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:692(set_antialiased)
        4    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:216(_get_draw_artists)
       37    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\text.py:270(_get_xy_display)
       12    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:1522(_set_title_offset_trans)
     3148    0.001    0.000    0.001    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
       72    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\path.py:466(cleaned)
       51    0.001    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tokenize.py:297(detect_encoding)
      102    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.point_in_path}
        1    0.000    0.000    0.001    0.001 c:\Users\demagall\Documents\VS Code\Research\SpaDes\RLOptPyTorchFast.py:161(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\codegen.py:1(<module>)
       48    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\patches.py:434(set_fill)
        3    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\ctx_base.py:42(__init__)
       94    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:638(get_transform)
        9    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:3253(<lambda>)
      125    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\os.py:772(getenv)
      377    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(ndim)
      333    0.001    0.000    0.001    0.000 {built-in method builtins.round}
     1400    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\utils\_pytree.py:638(_is_namedtuple_instance)
     7299    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:695(get_size)
       49    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\spines.py:227(_adjust_location)
       47    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:778(set_offset)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\matrices\decompositions.py:1(<module>)
        9    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backend_bases.py:2844(notify_axes_change)
     2337    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:1839(_str_equal)
       12    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:4053(__del__)
        5    0.001    0.000    0.001    0.000 {built-in method _ctypes.LoadLibrary}
       72    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(broadcast_to)
      757    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:757(set_weight)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\series\sequences.py:1(<module>)
      496    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\autograd\grad_mode.py:184(__init__)
     4271    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\facts.py:633(<genexpr>)
     7126    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:650(get_family)
        9    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backend_bases.py:3379(update)
      304    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\typing_extensions.py:183(_collect_type_vars)
        6    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\art3d.py:368(<listcomp>)
        2    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:299(enter_notify_event)
        2    0.000    0.000    0.001    0.001 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\warnings.py:117(_formatwarnmsg)
      420    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\lines.py:1229(set_markerfacecoloralt)
        2    0.000    0.000    0.001    0.001 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\warnings.py:35(_formatwarnmsg_impl)
      420    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\lines.py:1063(set_drawstyle)
      961    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:352(intervaly)
    90/45    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:2452(inverted)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\backend_agg.py:1(<module>)
        4    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(quantile)
       47    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:649(set_offset)
      144    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\PIL\PngImagePlugin.py:187(call)
     2156    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\text.py:1265(set_text)
     1286    0.001    0.000    0.001    0.000 <string>:1(<lambda>)
      431    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\typing.py:515(<genexpr>)
        4    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:3502(set_xbound)
        4    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\lib\function_base.py:4214(quantile)
        1    0.001    0.001    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\pygad\helper\unique.py:605(unpack_gene_space)
      576    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(imag)
        2    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:305(leave_notify_event)
       26    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\fx\experimental\recording.py:223(decorator)
      735    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:357(__init__)
        6    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:772(_add_axes_internal)
     2738    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
        9    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\assumptions\assume.py:175(__new__)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\config.py:442(<listcomp>)
       37    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:499(_get_text1_transform)
      180    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\PIL\PngImagePlugin.py:155(read)
     1356    0.001    0.000    0.001    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\discrete\__init__.py:1(<module>)
      218    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\_methods.py:47(_sum)
        3    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\functions\functions.py:18(__init__)
      162    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:2406(_iter_break_from_left_to_right)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\special\elliptic_integrals.py:1(<module>)
     1430    0.001    0.000    0.001    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       45    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(linspace)
    11983    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
       34    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\symbol.py:480(__new__)
      312    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\ma\core.py:644(get_masked_subclass)
    165/6    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:227(set_figure)
      596    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:1062(get_default_size)
       36    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\proj3d.py:184(_proj_transform_vec_clip)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\plotting\backends\textbackend\__init__.py:1(<module>)
        6    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:421(apply_aspect)
      507    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\ctx_iv.py:306(__init__)
       54    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(stack)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\types.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\special\mathieu_functions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\cuda\__init__.py:178(_check_capability)
        6    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\patches.py:3799(__init__)
       37    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:1025(get_yaxis_text1_transform)
      826    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:1358(_iter_break_from_left_to_right)
      677    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:867(set_math_fontfamily)
       74    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(diff)
      677    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:783(set_stretch)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\_beartype.py:1(<module>)
      409    0.001    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\inspect.py:66(get_annotations)
     1114    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:253(x0)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\algebras\__init__.py:1(<module>)
       72    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\lib\stride_tricks.py:367(broadcast_to)
       36    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\path.py:485(transformed)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_numpy\_normalizations.py:1(<module>)
      164    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\_methods.py:281(_ptp)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\matrices\expressions\blockmatrix.py:1(<module>)
       45    0.000    0.000    0.001    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\typing.py:1194(__getitem__)
      926    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:1850(_str_lower_equal)
        6    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:827(set_figure)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\multipledispatch\dispatcher.py:1(<module>)
     7314    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
       45    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\function_base.py:23(linspace)
      576    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(real)
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:1317(subplots_adjust)
       24    0.001    0.000    0.001    0.000 {method 'uniform_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_higher_order_ops\torchbind.py:1(<module>)
     1004    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:190(<genexpr>)
      735    0.001    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
       74    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1858(set_major_locator)
       38    0.000    0.000    0.001    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\symbol.py:332(__xnew__)
