         27996275 function calls (25060464 primitive calls) in 133.804 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    13733    0.005    0.000    0.007    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:173(append)
      423    0.007    0.000    0.007    0.000 {method 'copy' of 'dict' objects}
     1187    0.001    0.000    0.007    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:2829(amin)
     1168    0.001    0.000    0.007    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:2703(amax)
     2654    0.005    0.000    0.007    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
      133    0.001    0.000    0.007    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\typing.py:483(Union)
        1    0.000    0.000    0.007    0.007 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\domains\algebraicfield.py:1(<module>)
      300    0.001    0.000    0.007    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\typing.py:1016(__init__)
       48    0.001    0.000    0.007    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\patches.py:48(__init__)
       30    0.000    0.000    0.007    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\arrayprint.py:523(_array2string)
       83    0.001    0.000    0.007    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\numeric.py:2278(isclose)
     3651    0.002    0.000    0.007    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\__init__.py:1288(is_interactive)
        1    0.000    0.000    0.007    0.007 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\symbol.py:1(<module>)
      130    0.000    0.000    0.007    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:736(set_facecolor)
     1898    0.003    0.000    0.007    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:885(get_siblings)
        1    0.000    0.000    0.007    0.007 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\random.py:1(<module>)
     7479    0.004    0.000    0.007    0.000 {built-in method _abc._abc_instancecheck}
      706    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
       36    0.000    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\art3d.py:723(do_3d_projection)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\sets\handlers\comparison.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\matrices\domainmatrix.py:1(<module>)
     1355    0.001    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:737(set_figure)
      144    0.000    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\ma\core.py:6847(__call__)
      100    0.006    0.000    0.006    0.000 {built-in method torch._foreach_mul_}
      200    0.000    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_ops.py:1047(__call__)
      616    0.001    0.000    0.006    0.000 <__array_function__ internals>:177(round_)
      854    0.002    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\ma\core.py:3205(__getitem__)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\assumptions\__init__.py:1(<module>)
     3441    0.003    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:1332(_to_unmasked_float_array)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\printing\pretty\pretty.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\series\limits.py:1(<module>)
     2537    0.001    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\_methods.py:39(_amax)
     2765    0.006    0.000    0.006    0.000 {built-in method numpy.arange}
       13    0.001    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend.py:908(_auto_legend_data)
      535    0.003    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:1159(update_from)
      166    0.000    0.000    0.006    0.000 <__array_function__ internals>:177(clip)
      299    0.002    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\colors.py:307(_to_rgba_no_colorcycle)
      296    0.001    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:307(_prepare_points)
      166    0.001    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1553(_get_tick_label_size)
      200    0.006    0.000    0.006    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
        8    0.000    0.000    0.006    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\PIL\ImageTk.py:51(_get_image_from_kw)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_result.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\solvers\ode\ode.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_tool.py:1(<module>)
      642    0.001    0.000    0.006    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\utilities\__init__.py:1(<module>)
     1402    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
    18467    0.005    0.000    0.006    0.000 {built-in method builtins.setattr}
      611    0.001    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:2333(any)
       93    0.002    0.000    0.006    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1576(_substitute)
     2664    0.003    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:1781(ravel)
     1440    0.006    0.000    0.006    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
      164    0.003    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\facts.py:599(deduce_all_facts)
        6    0.000    0.000    0.006    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:1206(_gen_axes_spines)
      166    0.000    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:2111(clip)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\polyclasses.py:1(<module>)
       10    0.006    0.001    0.006    0.001 {method 'mean' of 'torch._C.TensorBase' objects}
        6    0.000    0.000    0.006    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:1221(<dictcomp>)
       24    0.000    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\spines.py:425(linear_spine)
        1    0.000    0.000    0.006    0.006 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\elementary\complexes.py:1(<module>)
 1400/400    0.002    0.000    0.006    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\utils\_pytree.py:874(tree_iter)
      200    0.006    0.000    0.006    0.000 {built-in method torch._foreach_add_}
   380/65    0.005    0.000    0.005    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:175(getwidth)
      166    0.000    0.000    0.005    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\pathlib.py:589(_from_parts)
      301    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:76(_get_packed_offsets)
     3510    0.002    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:1257(<genexpr>)
     1440    0.005    0.000    0.005    0.000 {method 'outer' of 'numpy.ufunc' objects}
     1048    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:1048(set_visible)
     1320    0.001    0.000    0.005    0.000 <__array_function__ internals>:177(nonzero)
3971/3230    0.005    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:167(_invalidate_internal)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\onnxruntime.py:1(<module>)
      138    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:555(_get_data_path)
    13254    0.004    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\multipledispatch\conflict.py:15(<genexpr>)
      196    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\text.py:348(update_from)
      678    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:305(set_label1)
       39    0.000    0.000    0.005    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:97(closegroup)
      400    0.005    0.000    0.005    0.000 {built-in method torch.arange}
      288    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\proj3d.py:209(_vec_pad_ones)
       28    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:2496(_init)
      303    0.000    0.000    0.005    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\copy.py:237(_deepcopy_method)
      162    0.002    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\ticker.py:744(_set_order_of_magnitude)
     1152    0.004    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\lib\twodim_base.py:240(diag)
      165    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:217(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_run.py:1(<module>)
    77/47    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\_api\deprecation.py:379(wrapper)
      678    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:318(set_label2)
     7394    0.005    0.000    0.005    0.000 {built-in method numpy.zeros}
      426    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\lines.py:1051(set_color)
      100    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\optim\optimizer.py:498(_group_tensors_by_device_and_dtype)
      511    0.002    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:1493(get_font)
        6    0.000    0.000    0.005    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:324(draw_pane)
      576    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:1900(_unfold)
      301    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:157(_get_aligned_offsets)
       14    0.000    0.000    0.005    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\linecache.py:80(updatecache)
       25    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backend_bases.py:3126(_mouse_event_to_message)
       74    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\ticker.py:2889(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\numberfields\minpoly.py:1(<module>)
     1087    0.002    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\markers.py:302(_set_fillstyle)
       75    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:2510(_process_unit_info)
        9    0.000    0.000    0.005    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend_handler.py:286(create_artists)
      616    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:3754(round_)
      252    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\proj3d.py:213(proj_transform)
      166    0.001    0.000    0.005    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\pathlib.py:569(_parse_args)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_tool_component.py:1(<module>)
       67    0.005    0.000    0.005    0.000 {built-in method nt.listdir}
      100    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\optim\adam.py:584(<listcomp>)
       25    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:703(set_message)
       28    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1162(_set_lim)
     1497    0.003    0.000    0.005    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:663(_is_type)
       54    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:40(_tick_update_position)
       15    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:3918(format_coord)
       41    0.000    0.000    0.005    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:400(set)
      373    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(cumsum)
      138    0.000    0.000    0.005    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\pathlib.py:957(__new__)
      100    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\utils\_contextlib.py:113(decorate_context)
      642    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:2955(prod)
     2860    0.002    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\_ufunc_config.py:452(_no_nep50_warning)
       48    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\art3d.py:929(set_verts)
       41    0.005    0.000    0.005    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
      244    0.003    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:945(set_sizes)
     4948    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
       74    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\ticker.py:1969(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\logic\__init__.py:1(<module>)
       24    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\spines.py:35(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\variables\builder.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\matrices\solvers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\strategies\__init__.py:1(<module>)
       48    0.002    0.000    0.005    0.000 c:\Users\demagall\Documents\VS Code\Research\SpaDes\ConfigurationDesign.py:10(getCube)
      164    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cm.py:593(norm)
      100    0.005    0.000    0.005    0.000 {built-in method torch._foreach_addcmul_}
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\utils.py:1(<module>)
       74    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\ticker.py:2031(set_params)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_artifact.py:1(<module>)
      616    0.001    0.000    0.005    0.000 <__array_function__ internals>:177(around)
        3    0.000    0.000    0.005    0.002 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend.py:1024(get_tightbbox)
      879    0.002    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\text.py:1283(_preprocess_math)
        4    0.000    0.000    0.005    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:2492(__init__)
      916    0.003    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:1083(score_family)
       30    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\ticker.py:624(format_data_short)
      165    0.005    0.000    0.005    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\bytecode_transformation.py:1(<module>)
       48    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\art3d.py:917(get_vector)
       13    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend.py:1129(<listcomp>)
     1944    0.005    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:1770(<dictcomp>)
      238    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:667(get_bbox)
       36    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\PIL\Image.py:3233(_open_core)
      124    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:1663(update_units)
       30    0.000    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\arrayprint.py:452(_get_format_function)
        1    0.000    0.000    0.005    0.005 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\special\bessel.py:1(<module>)
       64    0.001    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\PIL\ImageFile.py:155(load)
      480    0.002    0.000    0.005    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\lines.py:1136(set_linestyle)
        1    0.000    0.000    0.004    0.004 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\ctx_mp.py:1(<module>)
     1109    0.003    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\font_manager.py:809(set_size)
        1    0.000    0.000    0.004    0.004 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\calculus\__init__.py:1(<module>)
      128    0.000    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cm.py:575(set_cmap)
      939    0.003    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:2054(scale)
      132    0.000    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend.py:1095(_get_anchored_bbox)
        1    0.000    0.000    0.004    0.004 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\solvers\ode\single.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\tensor\array\__init__.py:1(<module>)
      342    0.001    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\ma\core.py:1555(make_mask)
       12    0.000    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:3314(tick_params)
      573    0.001    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
      760    0.002    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_tensor.py:1017(__len__)
        1    0.000    0.000    0.004    0.004 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\backend_qtagg.py:1(<module>)
     1365    0.001    0.000    0.004    0.000 {method 'any' of 'numpy.ndarray' objects}
      497    0.001    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\artist.py:929(_set_gc_clip)
      433    0.002    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:619(padded)
        6    0.000    0.000    0.004    0.001 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:160(_init3d)
      576    0.003    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\lib\stride_tricks.py:38(as_strided)
    16753    0.004    0.000    0.004    0.000 {method 'startswith' of 'str' objects}
  248/124    0.001    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\units.py:164(get_converter)
      288    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(ones_like)
      128    0.000    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cm.py:699(_ensure_cmap)
       20    0.000    0.000    0.004    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2660(__init__)
      166    0.000    0.000    0.004    0.000 {method 'clip' of 'numpy.ndarray' objects}
        1    0.001    0.001    0.004    0.004 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\symbolic_opset9.py:1(<module>)
     1278    0.002    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\lines.py:1195(_set_markercolor)
       45    0.000    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend_handler.py:78(_update_prop)
       84    0.000    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:892(update_from_data_x)
     2609    0.004    0.000    0.004    0.000 {built-in method matplotlib._path.affine_transform}
     6875    0.004    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
       83    0.002    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\numeric.py:2359(within_tol)
       45    0.000    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend_handler.py:84(_default_update_prop)
     1162    0.003    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\linalg\linalg.py:136(_commonType)
       67    0.000    0.000    0.004    0.000 <frozen zipimport>:64(__init__)
      194    0.002    0.000    0.004    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\pathlib.py:56(parse_parts)
       67    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
      132    0.000    0.000    0.004    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\offsetbox.py:1089(_get_anchored_bbox)
