         36718935 function calls (33718591 primitive calls) in 51.205 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\matrices\normalforms.py:1(<module>)
       98    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:839(_hash_set_none)
       41    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:108(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\transforms.py:2647(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\matrices\rref.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\symbolic_convert.py:2323(InstructionTranslator)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\numbers.py:1953(__lt__)
       29    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\urllib3\packages\six.py:190(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\unittest\mock.py:1700(patch)
       15    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\utilities\decorator.py:126(doctest_depends_on)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\multidimensional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_numpy\_ufuncs.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_version_control_details.py:15(VersionControlDetails)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\sets\sets.py:1912(FiniteSet)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:162(FigureCanvasTk)
       58    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\linalg\linalg.py:2338(_norm_dispatcher)
       54    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:270(get_pad)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\domains\realfield.py:63(dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\groebnertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\combinatorial\numbers.py:188(fibonacci)
       13    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\utils\_sympy\functions.py:631(OpaqueUnaryFn)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\matrices\eigen_symmetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\elementary\trigonometric.py:2343(acos)
        8    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\utils\_config_module.py:133(__setattr__)
       18    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_logging\_internal.py:111(register_artifact_log)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\geometry\exceptions.py:1(<module>)
       43    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\multipledispatch\dispatcher.py:120(register)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\discrete\convolutions.py:1(<module>)
       18    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\text.py:584(_update_clip_properties)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\multipledispatch\conflict.py:39(<listcomp>)
       42    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend.py:1045(get_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\symbol.py:510(Wild)
       24    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\typing.py:714(__hash__)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\calculus\inverselaplace.py:668(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\ctx_iv.py:397(make_mpf)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\logic\boolalg.py:1240(Equivalent)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\elementary\hyperbolic.py:2080(acsch)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\special\error_functions.py:2525(fresnelc)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_web_response.py:15(WebResponse)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\functools.py:844(register)
       14    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\enum.py:198(<dictcomp>)
       54    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\_api\deprecation.py:398(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\elementary\trigonometric.py:1800(csc)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\solvers\decompogen.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\rings.py:196(PolyRing)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\combinatorial\numbers.py:2928(motzkin)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\replay_record.py:46(ExecutionRecorder)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:3783(get_ylim)
       52    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\numeric.py:1482(_cross_dispatcher)
       15    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\printing\pretty\pretty_symbology.py:236(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_numpy\_ufuncs.py:249(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\variables\functions.py:567(SkipFunctionVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1970(Wm)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\_print_helpers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\symbolic_opset9.py:2052(decorator)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\logic\boolalg.py:64(Boolean)
       10    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\printing\pretty\pretty_symbology.py:172(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\polyutils.py:186(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\domains\pythonrational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\ntheory\primetest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_ops.py:1152(__getattr__)
       67    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x000001D15A8E7E20}
       71    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\inspect.py:606(getmro)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\_internal.py:249(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\proj3d.py:32(world_transformation)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\cuda\__init__.py:226(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\ctx_mp_python.py:612(_set_prec)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_notification.py:18(Notification)
       28    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\colors.py:338(<genexpr>)
       50    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2704(Canvas)
       24    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\rules.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\_api\__init__.py:53(__get__)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\core.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\getlimits.py:668(__init__)
       48    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:1195(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:1450(_get_default_linewidth)
        5    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2784(canvasy)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\geometry\entity.py:71(GeometryEntity)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\variables\script_object.py:13(deco)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:567(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\_pylab_helpers.py:55(<genexpr>)
       61    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\symbolic_helper.py:1800(_apply_params)
        8    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\spines.py:587(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\matrices\expressions\matmul.py:24(MatMul)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\inspect.py:744(cleandoc)
       36    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:934(get_sizes)
        4    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\_pylab_helpers.py:90(get_all_fig_managers)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\cache.py:123(_getenv)
       31    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\enum.py:796(name)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_logical_location.py:12(LogicalLocation)
        6    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\weakref.py:69(__call__)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sort)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\uuid.py:138(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\calculus\quadrature.py:461(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_numpy\_getlimits.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axes\_base.py:1702(set_adjustable)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:769(view_init)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\ntheory\modular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\calculus\euler.py:1(<module>)
       33    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\PIL\ImageMode.py:25(__init__)
       51    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:477(_get_iscased)
       60    0.000    0.000    0.000    0.000 {built-in method math.floor}
        6    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\linecache.py:147(lazycache)
        9    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\cuda\__init__.py:201(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\functions\theta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\contextlib.py:75(__call__)
       30    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\ticker.py:238(set_locs)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\ctx_mp.py:58(MPContext)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\concrete\products.py:17(Product)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_graph_traversal.py:16(GraphTraversal)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\gridspec.py:232(_normalize)
      120    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\printing\dot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\calculus\approximation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:234(<setcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\functools.py:853(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\typing.py:1171(__repr__)
        6    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\numeric.py:432(count_nonzero)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\rcsetup.py:249(validate_backend)
       10    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\domains\pythonrationalfield.py:9(PythonRationalField)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\threading.py:90(RLock)
        4    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\legend_handler.py:782(first_color)
       12    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:233(_unit_cube)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\utilities\timeutils.py:37(__do_timings)
       31    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\integrals\laplace.py:48(DEBUG_WRAP)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_translation_metadata.py:15(TranslationMetadata)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\variables\nn_module.py:749(UnspecializedNNModuleVariable)
       16    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\axis.py:543(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:1353(grid)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\functions\special\bessel.py:1036(SphericalHankelBase)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\polys\polyclasses.py:2785(ANP)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_rectangle.py:12(Rectangle)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\warnings.py:165(simplefilter)
        8    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:466(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\calculus\polynomials.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\sets\ordinals.py:81(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\replay_record.py:28(ExecutionRecord)
      125    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\inspect.py:2695(annotation)
       13    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\spines.py:584(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\guards.py:447(GuardBuilder)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\variables\ctx_manager.py:209(JvpIncrementNestingCtxManagerVariable)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_result_provenance.py:15(ResultProvenance)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:284(get_children)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_dynamo\eval_frame.py:1548(TorchPatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_message.py:12(Message)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_location.py:19(Location)
        6    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\collections.py:1456(_get_default_edgecolor)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\figure.py:2622(set_layout_engine)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\function_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\matrices\expressions\matadd.py:19(MatAdd)
       30    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\core\arrayprint.py:898(_none_or_positive_arg)
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\mpmath\libmp\libmpf.py:59(prec_to_dps)
       21    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\core\intfunc.py:162(igcd)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\calculus\finite_diff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\exporter.py:642(ONNXProgram)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:3572(Text)
       29    0.000    0.000    0.000    0.000 C:\Users\demagall\AppData\Local\Programs\Python\Python310\lib\enum.py:783(__hash__)
        5    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\cbook\__init__.py:2164(_backend_module_name)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\sets\sets.py:1784(EmptySet)
       48    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\numpy\lib\function_base.py:4887(_meshgrid_dispatcher)
        6    0.000    0.000    0.000    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\simplify\cse_opts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_thread_flow.py:16(ThreadFlow)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_node.py:17(Node)
       50    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\matplotlib\markers.py:369(get_path)
       16    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\torch\_ops.py:674(__hash__)
       20    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\utilities\decorator.py:245(deprecated)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\geometry\ellipse.py:40(Ellipse)
        1    0.000    0.000    0.000    0.000 C:\Users\demagall\Documents\VS Code\Research\SpaDes\.venv\lib\site-packages\sympy\interactive\session.py:1(<module>)
